transaction_id,amount_local,authorized,comments,date_posting,date_transaction,goods_services,internal_ref_number,is_active,late_deposit,teller,trx_no,rpt_code,transaction_description,transaction_location,transaction_number,transmode_comment,value_date,cust_id,acid,status_id,report_id
16354,22.2,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378359,C,11/16/2023,RC4351,DB76105,1,1
16355,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378360,D,11/16/2023,RC4346,DB5811,1,1
16356,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378360,C,11/16/2023,RC4351,DB76105,1,1
16357,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378361,D,11/16/2023,RC20073,DB27772,1,1
16358,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378361,C,11/16/2023,RC4351,DB76105,1,1
16359,51.83,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378362,D,11/16/2023,RC47934,DB64345,1,1
16360,51.83,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378362,C,11/16/2023,RC4351,DB76105,1,1
16361,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378363,D,11/16/2023,RC6062,DB9322,1,1
16362,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378363,C,11/16/2023,RC4351,DB76105,1,1
16363,38.4,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378364,D,11/16/2023,RC51317,DB69390,1,1
16364,38.4,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378364,C,11/16/2023,RC4351,DB76105,1,1
16365,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378365,D,11/16/2023,RC20075,DB27774,1,1
16366,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378366,D,11/16/2023,RC14870,DB20833,1,1
16367,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378366,C,11/16/2023,RC4351,DB76105,1,1
16368,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378367,D,11/16/2023,RC6068,DB9329,1,1
16369,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378367,C,11/16/2023,RC4351,DB76105,1,1
16370,44.6,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378368,D,11/16/2023,RC6069,DB9330,1,1
16371,44.6,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378368,C,11/16/2023,RC4351,DB76105,1,1
16372,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378369,D,11/16/2023,RC6071,DB9333,1,1
16373,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378369,C,11/16/2023,RC4351,DB76105,1,1
16374,35.79,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378370,D,11/16/2023,RC28907,DB39515,1,1
16375,35.79,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378370,C,11/16/2023,RC4351,DB76105,1,1
16376,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378371,D,11/16/2023,RC6072,DB9335,1,1
16377,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378371,C,11/16/2023,RC4351,DB76105,1,1
16378,10.98,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378372,D,11/16/2023,RC49667,DB66774,1,1
16379,10.98,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378372,C,11/16/2023,RC4351,DB76105,1,1
16380,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378373,D,11/16/2023,RC43663,DB58802,1,1
16381,20.87,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378374,D,11/16/2023,RC28916,DB39531,1,1
16382,20.87,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378374,C,11/16/2023,RC4351,DB76105,1,1
16383,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378375,D,11/16/2023,RC50940,DB68816,1,1
16384,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378375,C,11/16/2023,RC4351,DB76105,1,1
16385,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378376,D,11/16/2023,RC6080,DB9347,1,1
16386,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378376,C,11/16/2023,RC4351,DB76105,1,1
16387,34.1,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378377,D,11/16/2023,RC6081,DB9349,1,1
16388,34.1,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378377,C,11/16/2023,RC4351,DB76105,1,1
16389,16.3,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378378,D,11/16/2023,RC39980,DB54011,1,1
16390,16.3,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378378,C,11/16/2023,RC4351,DB76105,1,1
16391,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378379,D,11/16/2023,RC6082,DB9350,1,1
16392,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378379,C,11/16/2023,RC4351,DB76105,1,1
16393,125.38,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378380,D,11/16/2023,RC6083,DB9351,1,1
16394,125.38,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378380,C,11/16/2023,RC4351,DB76105,1,1
16395,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378616,C,11/16/2023,RC4351,DB76105,1,1
16396,72.23,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378381,D,11/16/2023,RC48637,DB65367,1,1
16397,72.23,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378381,C,11/16/2023,RC4351,DB76105,1,1
16398,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378382,D,11/16/2023,RC20076,DB27776,1,1
16399,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378382,C,11/16/2023,RC4351,DB76105,1,1
16400,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378383,D,11/16/2023,RC20082,DB27782,1,1
16401,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378383,C,11/16/2023,RC4351,DB76105,1,1
16402,82.12,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378384,D,11/16/2023,RC6084,DB9352,1,1
16403,82.12,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378384,C,11/16/2023,RC4351,DB76105,1,1
16404,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378385,D,11/16/2023,RC6088,DB9357,1,1
16405,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378385,C,11/16/2023,RC4351,DB76105,1,1
16406,19.85,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378386,D,11/16/2023,RC22555,DB31265,1,1
16407,19.85,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378386,C,11/16/2023,RC4351,DB76105,1,1
16408,51.57,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378387,D,11/16/2023,RC40895,DB55246,1,1
16409,51.57,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378387,C,11/16/2023,RC4351,DB76105,1,1
16410,222.52,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378388,D,11/16/2023,RC26983,DB37025,1,1
16411,222.52,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378388,C,11/16/2023,RC4351,DB76105,1,1
16412,10.33,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378389,D,11/16/2023,RC35408,DB47717,1,1
16413,10.33,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378389,C,11/16/2023,RC4351,DB76105,1,1
16414,128.77,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378390,D,11/16/2023,RC29003,DB39636,1,1
16415,128.77,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378390,C,11/16/2023,RC4351,DB76105,1,1
16416,108.14,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378391,D,11/16/2023,RC51093,DB69053,1,1
16417,108.14,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378391,C,11/16/2023,RC4351,DB76105,1,1
16418,72.25,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378392,D,11/16/2023,RC6089,DB9363,1,1
16419,72.25,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378392,C,11/16/2023,RC4351,DB76105,1,1
16420,10.3,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378393,D,11/16/2023,RC35409,DB47718,1,1
16421,10.3,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378393,C,11/16/2023,RC4351,DB76105,1,1
16422,146.04,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378394,D,11/16/2023,RC29008,DB39640,1,1
16423,146.04,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378394,C,11/16/2023,RC4351,DB76105,1,1
16424,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378395,D,11/16/2023,RC20092,DB27799,1,1
16425,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378395,C,11/16/2023,RC4351,DB76105,1,1
16426,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378396,D,11/16/2023,RC20089,DB27793,1,1
16427,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378396,C,11/16/2023,RC4351,DB76105,1,1
16428,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378397,D,11/16/2023,RC6096,DB9373,1,1
16429,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378397,C,11/16/2023,RC4351,DB76105,1,1
16430,110.71,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378398,D,11/16/2023,RC19778,DB27338,1,1
16431,110.71,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378398,C,11/16/2023,RC4351,DB76105,1,1
16432,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378399,D,11/16/2023,RC6108,DB9389,1,1
16433,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378809,C,11/16/2023,RC4351,DB76105,1,1
16434,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378399,C,11/16/2023,RC4351,DB76105,1,1
16435,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378400,D,11/16/2023,RC53778,DB72779,1,1
16436,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378400,C,11/16/2023,RC4351,DB76105,1,1
16437,21.03,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378401,D,11/16/2023,RC43852,DB59073,1,1
16438,21.03,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378401,C,11/16/2023,RC4351,DB76105,1,1
16439,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378402,D,11/16/2023,RC10605,DB15203,1,1
16440,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378402,C,11/16/2023,RC4351,DB76105,1,1
16441,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378403,D,11/16/2023,RC5853,DB9047,1,1
16442,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378403,C,11/16/2023,RC4351,DB76105,1,1
16443,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378404,D,11/16/2023,RC19373,DB26777,1,1
16444,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378404,C,11/16/2023,RC4351,DB76105,1,1
16445,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378405,D,11/16/2023,RC30338,DB41322,1,1
16446,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378405,C,11/16/2023,RC4351,DB76105,1,1
16447,10.05,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378406,D,11/16/2023,RC42501,DB57280,1,1
16448,10.05,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378406,C,11/16/2023,RC4351,DB76105,1,1
16449,157.64,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378407,D,11/16/2023,RC5862,DB9061,1,1
16450,157.64,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378407,C,11/16/2023,RC4351,DB76105,1,1
16451,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378408,D,11/16/2023,RC29812,DB40677,1,1
16452,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378408,C,11/16/2023,RC4351,DB76105,1,1
16453,88.52,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378409,D,11/16/2023,RC5866,DB9071,1,1
16454,88.52,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378409,C,11/16/2023,RC4351,DB76105,1,1
16455,225.05,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378410,D,11/16/2023,RC5870,DB9077,1,1
16456,225.05,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378410,C,11/16/2023,RC4351,DB76105,1,1
16457,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378411,D,11/16/2023,RC20122,DB27832,1,1
16458,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378411,C,11/16/2023,RC4351,DB76105,1,1
16459,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378412,D,11/16/2023,RC40909,DB55262,1,1
16460,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378412,C,11/16/2023,RC4351,DB76105,1,1
16461,10.1,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378413,D,11/16/2023,RC42255,DB57291,1,1
16462,10.1,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378413,C,11/16/2023,RC4351,DB76105,1,1
16463,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378414,D,11/16/2023,RC20123,DB27833,1,1
16464,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378414,C,11/16/2023,RC4351,DB76105,1,1
16465,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378415,D,11/16/2023,RC20126,DB27836,1,1
16466,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378415,C,11/16/2023,RC4351,DB76105,1,1
16467,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378416,D,11/16/2023,RC37482,DB50887,1,1
16468,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378416,C,11/16/2023,RC4351,DB76105,1,1
16469,51.22,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378417,D,11/16/2023,RC5875,DB9082,1,1
16470,51.22,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378417,C,11/16/2023,RC4351,DB76105,1,1
16471,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378418,D,11/16/2023,RC29100,DB39769,1,1
16472,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378418,C,11/16/2023,RC4351,DB76105,1,1
16473,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378419,D,11/16/2023,RC37561,DB50989,1,1
16474,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378419,C,11/16/2023,RC4351,DB76105,1,1
16475,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378420,D,11/16/2023,RC29966,DB40857,1,1
16476,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378420,C,11/16/2023,RC4351,DB76105,1,1
16477,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378421,D,11/16/2023,RC35485,DB47808,1,1
16478,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378421,C,11/16/2023,RC4351,DB76105,1,1
16479,10.1,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378422,D,11/16/2023,RC42262,DB57287,1,1
16480,10.1,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378422,C,11/16/2023,RC4351,DB76105,1,1
16481,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378423,D,11/16/2023,RC5515,DB8574,1,1
16482,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378423,C,11/16/2023,RC4351,DB76105,1,1
16483,233.56,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378424,D,11/16/2023,RC37056,DB50183,1,1
16484,233.56,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378424,C,11/16/2023,RC4351,DB76105,1,1
16485,131.41,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378425,D,11/16/2023,RC46616,DB62700,1,1
16486,131.41,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378425,C,11/16/2023,RC4351,DB76105,1,1
16487,148.13,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378426,D,11/16/2023,RC39165,DB53104,1,1
16488,148.13,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378426,C,11/16/2023,RC4351,DB76105,1,1
16489,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378427,D,11/16/2023,RC5883,DB9091,1,1
16490,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378427,C,11/16/2023,RC4351,DB76105,1,1
16491,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378428,D,11/16/2023,RC19483,DB26929,1,1
16492,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378428,C,11/16/2023,RC4351,DB76105,1,1
16493,196.78,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378429,D,11/16/2023,RC34578,DB46540,1,1
16494,196.78,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378429,C,11/16/2023,RC4351,DB76105,1,1
16495,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378430,D,11/16/2023,RC37569,DB51015,1,1
16496,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378430,C,11/16/2023,RC4351,DB76105,1,1
16497,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378431,D,11/16/2023,RC21273,DB41236,1,1
16498,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378431,C,11/16/2023,RC4351,DB76105,1,1
16499,10.1,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378432,D,11/16/2023,RC42254,DB57292,1,1
16500,10.1,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378432,C,11/16/2023,RC4351,DB76105,1,1
16501,15.08,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378433,D,11/16/2023,RC35252,DB47475,1,1
16502,15.08,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378433,C,11/16/2023,RC4351,DB76105,1,1
16503,106.7,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378434,D,11/16/2023,RC37581,DB51029,1,1
16504,106.7,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378434,C,11/16/2023,RC4351,DB76105,1,1
16505,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378435,D,11/16/2023,RC28205,DB38632,1,1
16506,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378435,C,11/16/2023,RC4351,DB76105,1,1
16507,42.47,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378436,D,11/16/2023,RC5885,DB9094,1,1
16508,42.47,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378436,C,11/16/2023,RC4351,DB76105,1,1
16509,53,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378437,D,11/16/2023,RC28837,DB39429,1,1
16510,53,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378437,C,11/16/2023,RC4351,DB76105,1,1
16511,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378438,D,11/16/2023,RC37587,DB51039,1,1
16512,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378438,C,11/16/2023,RC4351,DB76105,1,1
16513,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378439,D,11/16/2023,RC32981,DB44578,1,1
16514,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378439,C,11/16/2023,RC4351,DB76105,1,1
16515,75.57,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378440,D,11/16/2023,RC5886,DB9096,1,1
16516,75.57,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378440,C,11/16/2023,RC4351,DB76105,1,1
16517,63.55,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378441,D,11/16/2023,RC37584,DB51032,1,1
16518,63.55,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378441,C,11/16/2023,RC4351,DB76105,1,1
16519,26.31,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378442,D,11/16/2023,RC5892,DB9105,1,1
16520,26.31,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378442,C,11/16/2023,RC4351,DB76105,1,1
16521,58.49,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378443,D,11/16/2023,RC37611,DB51070,1,1
16522,58.49,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378443,C,11/16/2023,RC4351,DB76105,1,1
16523,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378444,D,11/16/2023,RC37596,DB51055,1,1
16524,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378444,C,11/16/2023,RC4351,DB76105,1,1
16525,19.37,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378445,D,11/16/2023,RC4471,DB6829,1,1
16526,19.37,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378445,C,11/16/2023,RC4351,DB76105,1,1
16527,190.59,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378446,D,11/16/2023,RC5889,DB9100,1,1
16528,190.59,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378446,C,11/16/2023,RC4351,DB76105,1,1
16529,37.95,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378447,D,11/16/2023,RC5593,DB9111,1,1
16530,37.95,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378447,C,11/16/2023,RC4351,DB76105,1,1
16531,10.37,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S378448,D,11/16/2023,RC28249,DB38694,1,1
